"Data","Ostatnio","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"10.12.2014","2.371,43","2.400,29","2.407,16","2.371,43","27,59M","-1,11%"
"09.12.2014","2.398,03","2.420,69","2.426,58","2.391,86","21,75M","-1,39%"
"08.12.2014","2.431,89","2.443,38","2.448,37","2.425,56","14,05M","-0,27%"
"05.12.2014","2.438,42","2.427,19","2.446,31","2.426,34","13,57M","0,88%"
"04.12.2014","2.417,21","2.448,42","2.460,39","2.417,21","16,56M","-1,15%"
"03.12.2014","2.445,40","2.447,12","2.451,09","2.441,12","13,77M","-0,04%"
"02.12.2014","2.446,32","2.425,24","2.447,93","2.423,06","19,10M","1,21%"
"01.12.2014","2.417,11","2.404,30","2.421,66","2.402,78","20,28M","0,01%"
"28.11.2014","2.416,93","2.430,43","2.432,64","2.415,97","17,58M","-0,47%"
"27.11.2014","2.428,35","2.421,24","2.429,75","2.420,71","15,04M","0,32%"
"26.11.2014","2.420,66","2.412,28","2.425,20","2.411,77","18,04M","0,43%"
"25.11.2014","2.410,27","2.411,95","2.426,15","2.398,94","27,40M","-0,02%"
"24.11.2014","2.410,65","2.423,67","2.438,34","2.400,44","16,59M","-0,31%"
"21.11.2014","2.418,26","2.400,95","2.427,38","2.400,42","19,26M","0,91%"
"20.11.2014","2.396,52","2.410,47","2.413,09","2.392,26","17,33M","-1,04%"
"19.11.2014","2.421,67","2.432,90","2.433,45","2.414,25","16,77M","-0,39%"
"18.11.2014","2.431,23","2.421,05","2.432,16","2.419,51","12,65M","0,51%"
"17.11.2014","2.418,78","2.413,56","2.430,47","2.412,16","13,84M","0,02%"
"14.11.2014","2.418,40","2.394,32","2.419,82","2.385,14","18,89M","1,05%"
"13.11.2014","2.393,36","2.407,25","2.415,25","2.390,21","19,88M","-0,36%"
"12.11.2014","2.402,02","2.407,27","2.420,28","2.402,02","15,55M","-0,21%"
"10.11.2014","2.407,05","2.419,73","2.421,10","2.404,54","8,57M","-0,43%"
"07.11.2014","2.417,45","2.430,38","2.437,66","2.414,14","17,18M","-0,74%"
"06.11.2014","2.435,48","2.442,90","2.448,12","2.427,87","12,77M","-0,25%"
"05.11.2014","2.441,56","2.464,12","2.475,69","2.441,15","20,78M","-0,84%"
"04.11.2014","2.462,33","2.452,62","2.476,12","2.452,46","13,67M","-0,01%"
"03.11.2014","2.462,51","2.462,13","2.464,80","2.453,04","12,79M","-0,05%"
"31.10.2014","2.463,68","2.462,75","2.471,86","2.458,88","17,61M","0,90%"
"30.10.2014","2.441,71","2.443,09","2.451,22","2.426,11","31,45M","-0,32%"
"29.10.2014","2.449,49","2.460,90","2.464,38","2.440,31","17,08M","-0,29%"
"28.10.2014","2.456,73","2.440,36","2.456,73","2.437,41","12,26M","0,78%"
"27.10.2014","2.437,72","2.443,39","2.443,39","2.423,50","13,40M","0,47%"
"24.10.2014","2.426,20","2.434,43","2.446,49","2.421,75","17,15M","-0,31%"
"23.10.2014","2.433,84","2.421,51","2.442,94","2.416,87","24,37M","0,20%"
"22.10.2014","2.429,10","2.436,35","2.436,98","2.421,36","16,52M","0,24%"
"21.10.2014","2.423,29","2.382,30","2.425,13","2.379,45","19,59M","1,54%"
"20.10.2014","2.386,61","2.409,26","2.410,96","2.386,31","14,22M","-0,60%"
"17.10.2014","2.401,13","2.386,72","2.405,37","2.383,76","47,63M","0,77%"
"16.10.2014","2.382,72","2.392,44","2.393,34","2.353,01","26,59M","0,04%"
"15.10.2014","2.381,76","2.412,23","2.416,92","2.364,77","34,45M","-0,88%"
"14.10.2014","2.402,90","2.397,92","2.406,78","2.378,64","41,65M","0,36%"
"13.10.2014","2.394,22","2.393,20","2.411,59","2.391,54","16,48M","0,07%"
"10.10.2014","2.392,62","2.404,85","2.415,20","2.390,04","20,95M","-1,33%"
"09.10.2014","2.424,95","2.433,19","2.440,23","2.423,27","21,93M","0,58%"
"08.10.2014","2.410,88","2.422,13","2.429,26","2.409,58","21,00M","-1,05%"
"07.10.2014","2.436,39","2.445,08","2.449,27","2.432,68","16,29M","-0,43%"
"06.10.2014","2.446,89","2.458,67","2.470,12","2.446,89","13,66M","0,12%"
"03.10.2014","2.444,06","2.447,55","2.457,39","2.444,06","11,22M","0,40%"
"02.10.2014","2.434,37","2.451,13","2.451,13","2.434,37","14,24M","-1,15%"
"01.10.2014","2.462,60","2.490,44","2.504,53","2.461,32","14,11M","-1,51%"
"30.09.2014","2.500,29","2.493,70","2.508,43","2.485,53","24,12M","0,59%"
"29.09.2014","2.485,51","2.489,39","2.510,20","2.460,65","16,79M","0,06%"
"26.09.2014","2.484,02","2.465,15","2.489,28","2.455,57","15,02M","0,58%"
"25.09.2014","2.469,68","2.484,22","2.511,34","2.464,75","12,80M","-0,22%"
"24.09.2014","2.475,05","2.489,81","2.500,20","2.471,36","15,83M","-0,41%"
"23.09.2014","2.485,29","2.520,76","2.520,76","2.485,29","16,25M","-1,21%"
"22.09.2014","2.515,79","2.525,55","2.536,81","2.515,79","12,06M","-0,94%"
"19.09.2014","2.539,60","2.508,65","2.544,37","2.505,90","40,25M","1,46%"
"18.09.2014","2.503,16","2.510,28","2.514,66","2.491,46","14,86M","-0,48%"
"17.09.2014","2.515,27","2.509,74","2.517,46","2.505,08","13,67M","0,67%"
"16.09.2014","2.498,48","2.487,26","2.506,08","2.469,85","23,41M","0,35%"
"15.09.2014","2.489,77","2.470,50","2.492,89","2.470,08","11,59M","-0,30%"
"12.09.2014","2.497,38","2.508,92","2.512,24","2.497,38","17,58M","-0,17%"
"11.09.2014","2.501,58","2.536,01","2.546,83","2.501,58","28,64M","-1,37%"
"10.09.2014","2.536,44","2.536,46","2.543,63","2.524,77","20,70M","-0,25%"
"09.09.2014","2.542,88","2.540,34","2.555,57","2.535,23","13,34M","-0,34%"
"08.09.2014","2.551,47","2.545,58","2.559,94","2.531,72","14,60M","0,40%"
"05.09.2014","2.541,42","2.534,14","2.550,74","2.522,84","16,04M","0,13%"
"04.09.2014","2.538,15","2.508,12","2.545,59","2.506,96","22,66M","0,96%"
"03.09.2014","2.513,96","2.456,29","2.521,04","2.453,13","23,37M","2,06%"
"02.09.2014","2.463,10","2.453,14","2.463,10","2.443,83","16,03M","0,82%"
"01.09.2014","2.443,14","2.426,98","2.443,14","2.424,54","12,46M","1,08%"
"29.08.2014","2.416,97","2.418,86","2.431,16","2.412,10","27,05M","-0,18%"
"28.08.2014","2.421,40","2.459,68","2.465,10","2.406,61","19,76M","-1,86%"
"27.08.2014","2.467,29","2.469,40","2.479,74","2.459,47","14,39M","-0,06%"
"26.08.2014","2.468,76","2.448,80","2.473,16","2.446,11","18,13M","0,77%"
"25.08.2014","2.449,80","2.448,91","2.453,14","2.444,38","8,61M","0,44%"
"22.08.2014","2.439,03","2.451,55","2.452,07","2.432,18","16,24M","-0,44%"
"21.08.2014","2.449,87","2.452,81","2.459,80","2.444,97","21,76M","-0,05%"
"20.08.2014","2.451,06","2.441,00","2.451,06","2.437,94","18,47M","0,13%"
"19.08.2014","2.447,99","2.447,78","2.456,01","2.434,83","25,96M","-0,03%"
"18.08.2014","2.448,73","2.415,31","2.453,21","2.413,91","25,81M","1,36%"
"14.08.2014","2.415,76","2.380,32","2.415,76","2.371,67","23,49M","1,43%"
"13.08.2014","2.381,74","2.355,74","2.381,74","2.345,65","22,95M","1,37%"
"12.08.2014","2.349,48","2.343,37","2.351,61","2.331,47","14,69M","-0,11%"
"11.08.2014","2.351,98","2.333,64","2.351,98","2.329,00","15,11M","1,57%"
"08.08.2014","2.315,65","2.312,18","2.324,78","2.299,13","19,03M","-0,73%"
"07.08.2014","2.332,73","2.365,66","2.366,83","2.325,58","22,68M","-1,25%"
"06.08.2014","2.362,27","2.357,93","2.363,63","2.345,07","23,81M","-0,30%"
"05.08.2014","2.369,33","2.367,11","2.382,31","2.356,34","18,77M","0,33%"
"04.08.2014","2.361,56","2.356,94","2.366,92","2.345,40","19,16M","0,84%"
"01.08.2014","2.341,91","2.325,31","2.347,88","2.299,68","25,39M","0,91%"
"31.07.2014","2.320,85","2.346,75","2.353,63","2.320,08","29,79M","-1,09%"
"30.07.2014","2.346,51","2.384,11","2.388,51","2.344,38","18,87M","-1,86%"
"29.07.2014","2.390,99","2.404,23","2.413,45","2.390,99","17,90M","-0,37%"
"28.07.2014","2.399,93","2.408,05","2.415,57","2.399,93","19,35M","-0,27%"
"25.07.2014","2.406,32","2.408,27","2.414,92","2.400,08","19,85M","-0,12%"
"24.07.2014","2.409,20","2.407,35","2.413,47","2.397,67","10,62M","0,26%"
"23.07.2014","2.402,93","2.408,51","2.411,03","2.394,27","14,11M","-0,36%"
"22.07.2014","2.411,61","2.391,59","2.412,34","2.390,91","18,94M","0,89%"
"21.07.2014","2.390,31","2.398,10","2.400,20","2.377,84","15,60M","-0,15%"
"18.07.2014","2.393,95","2.386,99","2.395,75","2.378,58","14,29M","-0,38%"
"17.07.2014","2.403,13","2.387,31","2.403,13","2.378,95","14,84M","0,26%"
"16.07.2014","2.397,00","2.390,84","2.404,25","2.390,84","18,28M","0,36%"
"15.07.2014","2.388,34","2.382,63","2.397,79","2.376,76","11,79M","0,34%"
"14.07.2014","2.380,36","2.382,61","2.390,42","2.379,48","12,22M","0,35%"
"11.07.2014","2.372,05","2.343,53","2.378,53","2.343,53","15,30M","1,32%"
"10.07.2014","2.341,18","2.347,42","2.351,04","2.317,21","24,67M","-0,09%"
"09.07.2014","2.343,39","2.364,92","2.365,98","2.334,04","12,11M","-0,74%"
"08.07.2014","2.360,91","2.386,36","2.388,09","2.359,47","15,44M","-0,76%"
"07.07.2014","2.378,88","2.365,95","2.386,83","2.364,60","12,42M","0,67%"
"04.07.2014","2.363,00","2.370,25","2.374,82","2.363,00","10,85M","-0,53%"
"03.07.2014","2.375,52","2.384,41","2.389,18","2.360,54","28,82M","-0,23%"
"02.07.2014","2.381,06","2.402,34","2.410,57","2.376,60","26,74M","-0,99%"
"01.07.2014","2.404,83","2.408,97","2.416,19","2.399,85","13,60M","-0,17%"
"30.06.2014","2.408,81","2.411,65","2.415,95","2.400,87","19,89M","0,38%"
"27.06.2014","2.399,63","2.399,46","2.413,04","2.396,91","11,96M","-0,13%"
"26.06.2014","2.402,82","2.433,66","2.434,79","2.397,71","14,14M","-0,76%"
"25.06.2014","2.421,10","2.447,18","2.451,61","2.420,18","17,55M","-1,57%"
"24.06.2014","2.459,77","2.474,52","2.478,09","2.459,77","16,75M","-0,65%"
"23.06.2014","2.475,89","2.464,25","2.478,84","2.460,12","17,86M","0,56%"
"20.06.2014","2.462,13","2.466,57","2.471,33","2.458,36","41,11M","-0,01%"
"18.06.2014","2.462,36","2.469,79","2.474,16","2.461,51","24,61M","-0,08%"
"17.06.2014","2.464,39","2.448,85","2.468,39","2.448,26","21,35M","0,71%"
"16.06.2014","2.447,01","2.435,63","2.450,26","2.425,86","8,67M","-1,00%"
"13.06.2014","2.471,82","2.475,56","2.480,53","2.464,27","14,32M","-0,18%"
"12.06.2014","2.476,39","2.480,45","2.487,21","2.466,94","11,77M","-0,45%"
"11.06.2014","2.487,51","2.503,35","2.504,06","2.477,83","19,20M","-0,47%"
"10.06.2014","2.499,32","2.488,66","2.499,32","2.480,63","14,56M","0,75%"
"09.06.2014","2.480,62","2.505,20","2.505,30","2.480,62","12,49M","-0,72%"
"06.06.2014","2.498,70","2.490,90","2.498,70","2.475,43","14,57M","0,72%"
"05.06.2014","2.480,85","2.467,06","2.493,28","2.460,42","21,24M","0,76%"
"04.06.2014","2.462,12","2.440,32","2.462,12","2.435,57","17,65M","0,64%"
"03.06.2014","2.446,42","2.446,33","2.460,47","2.438,64","28,51M","0,25%"
"02.06.2014","2.440,24","2.438,21","2.443,39","2.426,05","14,63M","0,44%"
"30.05.2014","2.429,51","2.462,00","2.463,62","2.429,51","39,02M","-1,45%"
"29.05.2014","2.465,30","2.445,80","2.465,30","2.443,18","13,59M","0,69%"
"28.05.2014","2.448,33","2.463,00","2.472,00","2.441,19","12,95M","-0,64%"
"27.05.2014","2.464,15","2.468,19","2.470,18","2.454,15","14,57M","-0,32%"
"26.05.2014","2.471,98","2.478,36","2.487,77","2.470,91","11,19M","0,26%"
"23.05.2014","2.465,52","2.469,05","2.482,55","2.458,67","22,15M","0,04%"
"22.05.2014","2.464,43","2.435,27","2.467,66","2.429,34","23,92M","2,04%"
"21.05.2014","2.415,23","2.407,53","2.416,86","2.404,75","15,01M","0,21%"
"20.05.2014","2.410,16","2.403,22","2.415,79","2.400,99","12,11M","0,42%"
"19.05.2014","2.400,11","2.396,05","2.403,23","2.388,33","14,96M","0,30%"
"16.05.2014","2.392,89","2.398,46","2.398,54","2.376,64","17,40M","-0,11%"
"15.05.2014","2.395,56","2.413,33","2.428,91","2.385,72","21,05M","-1,07%"
"14.05.2014","2.421,49","2.416,10","2.423,04","2.407,89","20,45M","0,34%"
"13.05.2014","2.413,23","2.422,76","2.431,16","2.411,86","22,16M","0,02%"
"12.05.2014","2.412,71","2.389,34","2.412,71","2.381,22","11,59M","1,04%"
"09.05.2014","2.387,81","2.412,44","2.416,72","2.386,65","18,56M","-0,67%"
"08.05.2014","2.403,89","2.406,54","2.413,31","2.384,50","17,44M","0,61%"
"07.05.2014","2.389,43","2.382,41","2.399,41","2.371,56","26,53M","0,01%"
"06.05.2014","2.389,30","2.415,04","2.417,28","2.386,92","16,22M","-0,69%"
"05.05.2014","2.405,87","2.430,16","2.433,34","2.402,20","10,85M","-1,08%"
"02.05.2014","2.432,06","2.435,20","2.441,00","2.427,16","10,21M","-0,29%"
"30.04.2014","2.439,09","2.453,30","2.457,10","2.439,09","21,33M","-0,50%"
"29.04.2014","2.451,35","2.448,98","2.457,08","2.442,40","19,62M","0,54%"
"28.04.2014","2.438,23","2.431,39","2.448,46","2.430,87","17,97M","0,35%"
"25.04.2014","2.429,80","2.439,38","2.448,87","2.427,58","16,30M","-0,72%"
"24.04.2014","2.447,34","2.454,01","2.475,20","2.434,41","32,05M","-0,25%"
"23.04.2014","2.453,48","2.459,60","2.464,48","2.444,80","17,45M","-0,24%"
"22.04.2014","2.459,30","2.431,46","2.461,82","2.430,25","12,33M","1,04%"
"17.04.2014","2.433,91","2.403,29","2.433,91","2.399,22","12,97M","1,60%"
"16.04.2014","2.395,55","2.421,68","2.428,60","2.395,09","17,74M","-0,49%"
"15.04.2014","2.407,32","2.435,88","2.441,96","2.407,32","17,48M","-1,37%"
"14.04.2014","2.440,65","2.449,44","2.452,17","2.426,56","14,68M","-0,95%"
"11.04.2014","2.464,12","2.447,10","2.464,12","2.444,10","20,77M","-0,27%"
"10.04.2014","2.470,81","2.472,48","2.485,33","2.467,52","28,73M","0,37%"
"09.04.2014","2.461,76","2.472,83","2.477,40","2.455,29","36,07M","-0,15%"
"08.04.2014","2.465,54","2.456,24","2.466,85","2.439,84","19,82M","0,50%"
"07.04.2014","2.453,35","2.448,80","2.463,84","2.435,63","19,99M","-0,73%"
"04.04.2014","2.471,50","2.448,68","2.471,94","2.440,44","15,63M","0,90%"
"03.04.2014","2.449,49","2.473,72","2.475,67","2.439,48","16,99M","-0,97%"
"02.04.2014","2.473,45","2.472,40","2.477,41","2.458,35","24,27M","0,43%"
"01.04.2014","2.462,77","2.459,70","2.467,41","2.451,15","18,68M","0,01%"
"31.03.2014","2.462,47","2.447,54","2.462,47","2.442,57","20,59M","1,18%"
"28.03.2014","2.433,74","2.435,44","2.445,94","2.427,64","17,88M","0,49%"
"27.03.2014","2.421,79","2.425,24","2.442,80","2.416,79","21,58M","-0,12%"
"26.03.2014","2.424,59","2.413,20","2.436,45","2.413,11","20,67M","0,96%"
"25.03.2014","2.401,61","2.367,52","2.411,28","2.367,52","19,41M","1,69%"
"24.03.2014","2.361,78","2.377,01","2.381,22","2.351,09","12,56M","-0,18%"
"21.03.2014","2.365,96","2.389,97","2.399,26","2.365,96","50,01M","-0,35%"
"20.03.2014","2.374,37","2.351,44","2.389,32","2.348,66","37,22M","0,58%"
"19.03.2014","2.360,77","2.385,24","2.389,63","2.350,74","20,46M","-0,79%"
"18.03.2014","2.379,45","2.393,01","2.403,40","2.369,78","30,49M","-0,64%"
"17.03.2014","2.394,84","2.348,91","2.394,84","2.344,78","17,41M","2,26%"
"14.03.2014","2.341,98","2.307,82","2.341,98","2.299,01","28,07M","0,11%"
"13.03.2014","2.339,37","2.378,18","2.378,18","2.339,37","31,29M","-1,27%"
"12.03.2014","2.369,49","2.389,90","2.404,87","2.350,69","27,45M","-1,31%"
"11.03.2014","2.401,03","2.411,29","2.417,59","2.384,42","23,00M","0,17%"
"10.03.2014","2.396,97","2.420,29","2.429,53","2.396,97","21,93M","-1,57%"
"07.03.2014","2.435,15","2.459,32","2.462,99","2.428,02","26,51M","-1,01%"
"06.03.2014","2.460,03","2.456,54","2.467,11","2.446,47","23,63M","0,60%"
"05.03.2014","2.445,41","2.439,58","2.464,00","2.437,23","40,69M","0,10%"
"04.03.2014","2.442,92","2.426,74","2.456,86","2.423,43","26,56M","2,22%"
"03.03.2014","2.389,89","2.427,93","2.459,73","2.389,89","39,49M","-5,11%"
"28.02.2014","2.518,53","2.474,95","2.522,76","2.474,90","21,51M","2,05%"
"27.02.2014","2.467,90","2.476,41","2.484,09","2.454,13","14,74M","-0,42%"
"26.02.2014","2.478,38","2.515,48","2.517,19","2.467,89","27,00M","-1,14%"
"25.02.2014","2.507,06","2.526,12","2.526,19","2.504,33","16,93M","-0,79%"
"24.02.2014","2.526,90","2.486,16","2.526,90","2.481,13","17,52M","1,57%"
"21.02.2014","2.487,72","2.482,45","2.495,14","2.474,99","16,42M","1,01%"
"20.02.2014","2.462,84","2.459,28","2.473,08","2.450,51","20,86M","-0,94%"
"19.02.2014","2.486,13","2.461,82","2.493,94","2.454,16","17,83M","0,62%"
"18.02.2014","2.470,87","2.495,61","2.496,39","2.470,40","17,30M","-0,42%"
"17.02.2014","2.481,23","2.487,13","2.494,07","2.474,01","10,96M","-0,06%"
"14.02.2014","2.482,75","2.488,06","2.498,11","2.468,65","19,92M","-0,28%"
"13.02.2014","2.489,67","2.474,61","2.489,67","2.466,16","19,47M","0,29%"
"12.02.2014","2.482,58","2.460,45","2.486,50","2.449,72","45,86M","1,59%"
"11.02.2014","2.443,71","2.412,45","2.443,71","2.407,32","24,26M","1,34%"
"10.02.2014","2.411,36","2.419,07","2.423,82","2.405,17","15,79M","-0,40%"
"07.02.2014","2.420,94","2.417,92","2.423,75","2.405,18","24,46M","0,06%"
"06.02.2014","2.419,47","2.374,28","2.419,47","2.367,84","27,53M","2,56%"
"05.02.2014","2.359,00","2.355,60","2.372,57","2.348,95","36,57M","0,22%"
"04.02.2014","2.353,80","2.337,03","2.372,35","2.334,50","20,49M","-0,67%"
"03.02.2014","2.369,57","2.360,19","2.388,22","2.360,19","19,52M","0,58%"
"31.01.2014","2.355,89","2.336,95","2.355,89","2.320,23","31,17M","0,86%"
"30.01.2014","2.335,89","2.298,52","2.339,52","2.279,64","26,16M","0,97%"
"29.01.2014","2.313,34","2.355,02","2.367,60","2.300,60","28,36M","-0,88%"
"28.01.2014","2.333,83","2.335,75","2.342,72","2.320,05","30,83M","0,68%"
"27.01.2014","2.318,06","2.326,74","2.356,88","2.313,30","30,63M","-1,25%"
"24.01.2014","2.347,44","2.403,38","2.412,53","2.347,44","29,49M","-2,45%"
"23.01.2014","2.406,37","2.430,86","2.440,93","2.406,37","30,18M","-1,09%"
"22.01.2014","2.432,78","2.423,73","2.443,84","2.407,73","25,18M","0,89%"
"21.01.2014","2.411,26","2.384,65","2.421,26","2.384,60","17,64M","1,35%"
"20.01.2014","2.379,22","2.370,21","2.382,16","2.360,96","10,68M","0,12%"
"17.01.2014","2.376,28","2.398,39","2.402,18","2.373,06","17,12M","-1,07%"
"16.01.2014","2.401,87","2.401,24","2.418,02","2.385,58","12,99M","0,22%"
"15.01.2014","2.396,68","2.400,92","2.406,15","2.387,02","20,17M","0,80%"
"14.01.2014","2.377,55","2.353,62","2.391,59","2.346,53","18,56M","0,58%"
"13.01.2014","2.363,88","2.338,79","2.375,04","2.337,12","22,16M","1,55%"
"10.01.2014","2.327,89","2.322,14","2.327,89","2.304,10","37,03M","0,10%"
"09.01.2014","2.325,54","2.361,12","2.371,63","2.325,54","22,53M","-1,60%"
"08.01.2014","2.363,38","2.350,34","2.373,78","2.331,66","19,69M","0,59%"
"07.01.2014","2.349,60","2.384,99","2.385,49","2.338,80","22,12M","-2,31%"
"03.01.2014","2.405,22","2.417,08","2.425,88","2.404,28","11,12M","-1,05%"
"02.01.2014","2.430,72","2.426,09","2.431,86","2.411,83","10,27M","1,24%"
"30.12.2013","2.400,98","2.409,44","2.409,44","2.395,24","11,31M","-0,14%"
"27.12.2013","2.404,35","2.426,17","2.426,24","2.400,84","12,32M","-0,41%"
"23.12.2013","2.414,19","2.431,43","2.431,43","2.414,19","13,58M","0,22%"
"20.12.2013","2.408,84","2.372,22","2.408,84","2.372,22","59,79M","1,29%"
"19.12.2013","2.378,23","2.421,79","2.424,07","2.364,12","21,38M","-0,84%"
"18.12.2013","2.398,49","2.393,65","2.421,41","2.372,62","31,78M","0,26%"
"17.12.2013","2.392,26","2.430,67","2.430,86","2.392,26","17,42M","-1,69%"
"16.12.2013","2.433,47","2.425,26","2.436,68","2.412,88","20,46M","0,16%"
"13.12.2013","2.429,67","2.451,37","2.453,25","2.411,57","19,91M","-0,45%"
"12.12.2013","2.440,61","2.453,76","2.456,66","2.427,52","20,38M","-1,20%"
"11.12.2013","2.470,20","2.467,22","2.487,51","2.464,84","18,24M","-0,18%"
"10.12.2013","2.474,62","2.477,44","2.487,11","2.432,69","26,24M","-0,17%"
"09.12.2013","2.478,77","2.501,00","2.504,41","2.478,77","14,82M","-0,02%"
"06.12.2013","2.479,16","2.493,45","2.495,37","2.466,76","25,10M","0,04%"
"05.12.2013","2.478,10","2.497,60","2.502,46","2.478,10","19,03M","-0,79%"
"04.12.2013","2.497,76","2.508,79","2.516,61","2.477,16","23,03M","-0,41%"
"03.12.2013","2.507,92","2.543,97","2.543,97","2.504,90","23,69M","-1,10%"
"02.12.2013","2.535,69","2.578,62","2.592,45","2.535,69","15,36M","-1,90%"
"29.11.2013","2.584,68","2.573,18","2.587,33","2.567,29","15,84M","0,46%"
"28.11.2013","2.572,72","2.588,57","2.594,79","2.566,29","10,94M","-0,68%"
"27.11.2013","2.590,30","2.572,39","2.590,30","2.565,90","14,78M","0,65%"
"26.11.2013","2.573,49","2.589,42","2.595,28","2.558,85","29,36M","-1,60%"
"25.11.2013","2.615,22","2.619,94","2.625,83","2.597,67","24,70M","0,96%"
"22.11.2013","2.590,48","2.596,60","2.599,83","2.579,25","18,30M","0,33%"
"21.11.2013","2.581,98","2.578,25","2.590,05","2.569,08","14,39M","-0,50%"
"20.11.2013","2.594,99","2.598,78","2.605,43","2.581,55","24,36M","-0,22%"
"19.11.2013","2.600,66","2.613,37","2.614,17","2.597,61","21,94M","-0,82%"
"18.11.2013","2.622,25","2.552,71","2.622,25","2.550,99","26,49M","2,95%"
"15.11.2013","2.547,01","2.512,03","2.551,68","2.512,03","19,72M","1,91%"
"14.11.2013","2.499,23","2.505,07","2.507,49","2.487,18","20,09M","1,23%"
"13.11.2013","2.468,82","2.491,28","2.495,68","2.460,86","22,75M","-1,39%"
"12.11.2013","2.503,60","2.516,63","2.523,82","2.502,82","17,84M","-0,22%"
"08.11.2013","2.509,11","2.509,84","2.514,80","2.491,74","13,16M","-0,73%"
"07.11.2013","2.527,66","2.524,52","2.552,91","2.514,38","15,14M","-0,75%"
"06.11.2013","2.546,67","2.531,14","2.546,87","2.527,50","19,01M","1,00%"
"05.11.2013","2.521,41","2.559,50","2.562,88","2.518,14","18,45M","-1,05%"
"04.11.2013","2.548,15","2.546,20","2.548,15","2.529,36","17,76M","0,76%"
"31.10.2013","2.528,97","2.546,18","2.551,48","2.527,04","17,81M","-0,96%"
"30.10.2013","2.553,51","2.583,42","2.588,59","2.545,40","26,28M","-0,82%"
"29.10.2013","2.574,60","2.560,36","2.587,26","2.559,21","25,15M","0,66%"
"28.10.2013","2.557,77","2.556,69","2.564,65","2.548,54","20,07M","0,79%"
"25.10.2013","2.537,62","2.542,70","2.552,33","2.527,24","20,74M","-0,54%"
"24.10.2013","2.551,43","2.538,93","2.554,32","2.532,85","18,08M","1,11%"
"23.10.2013","2.523,32","2.532,12","2.538,29","2.518,26","24,66M","-0,83%"
"22.10.2013","2.544,45","2.560,07","2.567,31","2.536,21","35,55M","-0,40%"
"21.10.2013","2.554,61","2.495,40","2.554,61","2.494,25","28,57M","2,80%"
"18.10.2013","2.485,13","2.484,74","2.495,03","2.454,10","22,70M","0,41%"
"17.10.2013","2.474,92","2.500,69","2.514,81","2.474,92","19,05M","-1,21%"
"16.10.2013","2.505,20","2.492,94","2.521,67","2.486,75","30,75M","0,60%"
"15.10.2013","2.490,34","2.517,29","2.541,69","2.490,34","27,63M","-0,34%"
"14.10.2013","2.498,77","2.478,93","2.507,74","2.474,01","14,43M","0,37%"
"11.10.2013","2.489,64","2.483,34","2.500,51","2.468,51","23,29M","0,85%"
"10.10.2013","2.468,70","2.395,64","2.474,54","2.395,64","57,20M","3,54%"
"09.10.2013","2.384,30","2.371,84","2.386,56","2.357,02","18,82M","0,47%"
"08.10.2013","2.373,23","2.381,62","2.384,16","2.366,20","21,04M","-0,29%"
"07.10.2013","2.380,18","2.386,07","2.386,84","2.356,84","26,29M","-0,60%"
"04.10.2013","2.394,59","2.412,99","2.415,34","2.392,04","22,90M","-1,06%"
"03.10.2013","2.420,17","2.415,05","2.427,40","2.411,27","18,22M","0,32%"
"02.10.2013","2.412,37","2.405,63","2.414,40","2.390,36","23,68M","-0,03%"
"01.10.2013","2.413,17","2.381,18","2.413,17","2.377,32","18,93M","0,90%"
"30.09.2013","2.391,53","2.402,40","2.412,91","2.391,53","21,52M","-1,28%"
"27.09.2013","2.422,46","2.441,00","2.447,95","2.415,50","24,36M","-0,55%"
"26.09.2013","2.435,83","2.418,06","2.445,36","2.413,93","22,24M","1,19%"
"25.09.2013","2.407,12","2.387,90","2.414,74","2.379,90","32,60M","0,59%"
"24.09.2013","2.393,06","2.392,96","2.400,05","2.380,16","17,64M","0,18%"
"23.09.2013","2.388,66","2.399,44","2.417,15","2.379,19","42,60M","-0,81%"
"20.09.2013","2.408,16","2.408,89","2.417,41","2.387,69","32,92M","-0,11%"
"19.09.2013","2.410,92","2.418,02","2.421,13","2.391,65","31,96M","1,99%"
"18.09.2013","2.363,78","2.361,70","2.375,47","2.350,42","15,42M","-0,07%"
"17.09.2013","2.365,36","2.340,80","2.365,36","2.332,83","17,31M","0,45%"
"16.09.2013","2.354,66","2.409,96","2.410,55","2.354,47","18,06M","-0,87%"
"13.09.2013","2.375,44","2.388,44","2.394,83","2.374,65","20,46M","-0,99%"
"12.09.2013","2.399,23","2.370,07","2.399,23","2.366,58","25,05M","0,81%"
"11.09.2013","2.380,01","2.354,82","2.380,01","2.333,06","24,60M","0,97%"
"10.09.2013","2.357,25","2.315,44","2.357,25","2.310,73","38,58M","2,90%"
"09.09.2013","2.290,86","2.259,44","2.290,86","2.247,26","23,12M","2,32%"
"06.09.2013","2.238,98","2.211,27","2.260,70","2.210,37","53,62M","1,70%"
"05.09.2013","2.201,50","2.274,54","2.283,67","2.166,14","47,27M","-4,63%"
"04.09.2013","2.308,44","2.372,28","2.392,47","2.303,27","31,82M","-2,49%"
"03.09.2013","2.367,49","2.387,32","2.397,51","2.360,51","26,34M","-1,14%"
"02.09.2013","2.394,90","2.407,47","2.411,51","2.394,21","13,34M","0,45%"
"30.08.2013","2.384,22","2.376,84","2.384,22","2.352,82","25,47M","0,69%"
