"Data","Ostatnio","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"23.12.2010","2.768,66","2.774,14","2.774,49","2.759,44","8,01M","-0,03%"
"22.12.2010","2.769,51","2.775,85","2.777,13","2.767,53","13,13M","-0,09%"
"21.12.2010","2.772,03","2.753,96","2.780,81","2.746,23","16,57M","1,12%"
"20.12.2010","2.741,30","2.757,99","2.758,34","2.728,55","15,87M","-0,66%"
"17.12.2010","2.759,52","2.761,23","2.765,99","2.743,55","138,35M","0,15%"
"16.12.2010","2.755,36","2.774,01","2.780,01","2.742,49","32,31M","-1,14%"
"15.12.2010","2.787,09","2.763,39","2.787,09","2.757,74","31,93M","0,45%"
"14.12.2010","2.774,61","2.766,03","2.774,61","2.753,03","28,48M","0,17%"
"13.12.2010","2.769,89","2.775,29","2.781,75","2.759,79","21,15M","0,24%"
"10.12.2010","2.763,26","2.762,19","2.765,93","2.750,89","52,53M","0,22%"
"09.12.2010","2.757,07","2.770,55","2.782,92","2.750,81","42,85M","-0,25%"
"08.12.2010","2.763,97","2.749,11","2.763,97","2.743,07","22,66M","-0,05%"
"07.12.2010","2.765,38","2.745,20","2.780,39","2.741,20","27,00M","0,66%"
"06.12.2010","2.747,28","2.716,54","2.747,28","2.699,62","17,62M","1,30%"
"03.12.2010","2.712,09","2.693,39","2.714,70","2.686,44","17,03M","1,12%"
"02.12.2010","2.682,05","2.682,01","2.708,00","2.677,92","40,84M","0,55%"
"01.12.2010","2.667,42","2.639,21","2.673,83","2.635,16","24,09M","2,14%"
"30.11.2010","2.611,60","2.624,94","2.648,46","2.611,60","60,46M","-0,18%"
"29.11.2010","2.616,18","2.640,96","2.643,33","2.606,30","15,22M","-0,97%"
"26.11.2010","2.641,81","2.647,83","2.656,67","2.607,40","24,03M","-0,95%"
"25.11.2010","2.667,14","2.664,75","2.674,79","2.659,10","17,11M","0,18%"
"24.11.2010","2.662,32","2.649,96","2.663,21","2.631,69","25,36M","0,92%"
"23.11.2010","2.637,95","2.637,21","2.654,51","2.621,93","36,19M","-0,29%"
"22.11.2010","2.645,75","2.658,40","2.667,23","2.639,55","33,39M","-0,38%"
"19.11.2010","2.655,84","2.696,74","2.696,80","2.636,80","140,01M","-1,21%"
"18.11.2010","2.688,32","2.700,40","2.704,38","2.677,70","20,74M","0,29%"
"17.11.2010","2.680,57","2.665,77","2.688,36","2.662,79","129,78M","-0,08%"
"16.11.2010","2.682,82","2.713,35","2.713,35","2.665,56","40,64M","-1,34%"
"15.11.2010","2.719,14","2.733,86","2.739,10","2.716,50","109,21M","-0,74%"
"12.11.2010","2.739,50","2.684,97","2.739,50","2.680,28","36,96M","0,48%"
"10.11.2010","2.726,48","2.748,48","2.758,61","2.725,64","39,22M","-1,54%"
"09.11.2010","2.769,26","2.729,28","2.769,26","2.723,65","27,79M","1,38%"
"08.11.2010","2.731,56","2.738,35","2.742,01","2.717,22","24,03M","-0,07%"
"05.11.2010","2.733,37","2.726,41","2.744,18","2.710,22","34,82M","0,44%"
"04.11.2010","2.721,43","2.686,57","2.732,96","2.686,57","44,69M","1,99%"
"03.11.2010","2.668,39","2.683,11","2.691,12","2.668,39","28,44M","-0,40%"
"02.11.2010","2.679,22","2.661,22","2.690,43","2.658,51","30,07M","1,05%"
"29.10.2010","2.651,27","2.640,51","2.653,13","2.626,83","48,47M","0,47%"
"28.10.2010","2.638,97","2.648,59","2.661,24","2.637,59","42,90M","-0,11%"
"27.10.2010","2.641,84","2.624,24","2.658,49","2.617,81","61,77M","0,48%"
"26.10.2010","2.629,35","2.632,94","2.632,94","2.611,25","30,00M","-0,47%"
"25.10.2010","2.641,80","2.660,72","2.664,63","2.641,80","47,71M","0,01%"
"22.10.2010","2.641,60","2.637,78","2.641,78","2.621,88","19,66M","-0,46%"
"21.10.2010","2.653,94","2.629,20","2.653,94","2.623,26","26,99M","1,46%"
"20.10.2010","2.615,81","2.603,38","2.618,77","2.592,69","52,38M","-0,40%"
"19.10.2010","2.626,39","2.661,12","2.676,95","2.609,72","68,07M","-1,39%"
"18.10.2010","2.663,44","2.652,99","2.671,83","2.646,14","121,90M","0,35%"
"15.10.2010","2.654,25","2.682,82","2.686,60","2.654,25","39,53M","-0,85%"
"14.10.2010","2.676,90","2.698,97","2.703,31","2.672,21","30,59M","-0,60%"
"13.10.2010","2.693,08","2.648,48","2.698,23","2.646,49","38,05M","2,48%"
"12.10.2010","2.627,88","2.609,46","2.637,68","2.603,84","29,08M","0,07%"
"11.10.2010","2.625,95","2.622,79","2.634,23","2.616,32","22,46M","0,64%"
"08.10.2010","2.609,15","2.637,24","2.642,44","2.606,16","28,30M","-0,66%"
"07.10.2010","2.626,43","2.658,63","2.666,91","2.626,43","33,04M","-1,41%"
"06.10.2010","2.664,10","2.673,02","2.686,35","2.658,49","36,40M","-0,11%"
"05.10.2010","2.667,14","2.619,02","2.673,79","2.615,06","27,00M","1,26%"
"04.10.2010","2.633,94","2.608,61","2.633,94","2.592,02","24,26M","0,87%"
"01.10.2010","2.611,30","2.603,30","2.619,64","2.597,77","25,72M","-0,15%"
"30.09.2010","2.615,22","2.578,75","2.615,22","2.572,02","33,24M","1,15%"
"29.09.2010","2.585,42","2.590,02","2.603,74","2.577,75","37,85M","0,51%"
"28.09.2010","2.572,31","2.584,37","2.592,16","2.567,32","21,37M","-1,15%"
"27.09.2010","2.602,14","2.612,52","2.614,06","2.597,39","16,44M","-0,18%"
"24.09.2010","2.606,78","2.563,12","2.606,78","2.555,42","23,88M","1,38%"
"23.09.2010","2.571,35","2.593,84","2.595,97","2.550,08","21,31M","-0,77%"
"22.09.2010","2.591,30","2.586,08","2.594,34","2.574,93","14,53M","0,06%"
"21.09.2010","2.589,73","2.553,99","2.595,51","2.551,95","23,13M","1,36%"
"20.09.2010","2.554,96","2.537,85","2.554,96","2.535,23","23,20M","0,61%"
"17.09.2010","2.539,42","2.561,27","2.564,80","2.533,74","87,45M","-0,28%"
"16.09.2010","2.546,45","2.547,86","2.554,07","2.541,95","25,23M","-0,46%"
"15.09.2010","2.558,14","2.551,78","2.558,14","2.540,45","26,66M","0,21%"
"14.09.2010","2.552,88","2.554,03","2.556,31","2.542,41","23,88M","-0,27%"
"13.09.2010","2.559,89","2.565,86","2.572,60","2.549,22","37,97M","1,40%"
"10.09.2010","2.524,48","2.532,47","2.539,90","2.516,79","44,15M","-0,45%"
"09.09.2010","2.535,85","2.526,61","2.542,30","2.524,90","21,30M","0,21%"
"08.09.2010","2.530,63","2.477,08","2.531,35","2.476,05","24,16M","2,09%"
"07.09.2010","2.478,75","2.478,10","2.487,64","2.468,79","51,55M","-0,36%"
"06.09.2010","2.487,83","2.472,01","2.488,96","2.467,10","26,13M","0,47%"
"03.09.2010","2.476,19","2.465,65","2.480,06","2.455,05","16,37M","0,63%"
"02.09.2010","2.460,66","2.457,99","2.471,65","2.452,00","27,11M","0,29%"
"01.09.2010","2.453,44","2.423,47","2.453,44","2.411,63","52,07M","0,92%"
"31.08.2010","2.431,11","2.377,95","2.431,11","2.372,96","34,03M","0,71%"
"30.08.2010","2.413,91","2.438,22","2.440,24","2.409,93","13,69M","-0,68%"
"27.08.2010","2.430,39","2.398,51","2.430,39","2.397,10","12,65M","1,25%"
"26.08.2010","2.400,33","2.403,59","2.417,78","2.394,71","15,30M","0,29%"
"25.08.2010","2.393,28","2.413,27","2.420,35","2.384,93","22,02M","-0,70%"
"24.08.2010","2.410,23","2.450,39","2.450,56","2.402,46","18,17M","-2,25%"
"23.08.2010","2.465,59","2.442,50","2.473,45","2.439,42","20,09M","0,84%"
"20.08.2010","2.445,14","2.441,39","2.448,94","2.430,11","10,70M","-0,76%"
"19.08.2010","2.463,84","2.492,90","2.502,44","2.435,27","23,77M","-0,64%"
"18.08.2010","2.479,64","2.496,82","2.498,39","2.472,71","17,24M","-0,54%"
"17.08.2010","2.493,05","2.478,75","2.494,54","2.472,83","26,99M","0,41%"
"16.08.2010","2.482,89","2.465,03","2.482,89","2.445,06","13,42M","1,26%"
"13.08.2010","2.452,05","2.490,01","2.490,48","2.452,05","32,91M","-0,59%"
"12.08.2010","2.466,67","2.449,17","2.468,78","2.442,68","16,95M","0,46%"
"11.08.2010","2.455,41","2.475,32","2.475,32","2.453,02","40,60M","-1,38%"
"10.08.2010","2.489,77","2.523,10","2.524,34","2.478,83","32,22M","-1,53%"
"09.08.2010","2.528,42","2.552,41","2.561,42","2.528,42","28,53M","-0,79%"
"06.08.2010","2.548,63","2.551,59","2.563,13","2.524,83","47,64M","0,07%"
"05.08.2010","2.546,89","2.549,67","2.561,39","2.535,49","26,51M","-0,30%"
"04.08.2010","2.554,59","2.537,58","2.556,20","2.528,58","19,48M","0,35%"
"03.08.2010","2.545,60","2.540,13","2.557,31","2.532,81","30,95M","0,12%"
"02.08.2010","2.542,56","2.489,87","2.542,56","2.487,01","104,55M","2,74%"
"30.07.2010","2.474,67","2.479,38","2.479,38","2.449,24","78,67M","-0,35%"
"29.07.2010","2.483,36","2.493,16","2.496,05","2.475,26","28,60M","0,53%"
"28.07.2010","2.470,16","2.496,10","2.501,28","2.468,66","27,97M","-0,48%"
"27.07.2010","2.482,11","2.500,02","2.507,21","2.480,30","20,13M","-0,51%"
"26.07.2010","2.494,95","2.479,67","2.494,95","2.461,49","28,90M","1,38%"
"23.07.2010","2.460,96","2.460,55","2.470,78","2.449,45","21,95M","0,23%"
"22.07.2010","2.455,30","2.399,82","2.456,44","2.398,45","43,97M","1,68%"
"21.07.2010","2.414,83","2.382,60","2.414,83","2.382,08","40,55M","2,28%"
"20.07.2010","2.360,91","2.388,54","2.392,05","2.355,72","18,53M","-0,88%"
"19.07.2010","2.381,92","2.366,68","2.384,61","2.358,33","24,32M","0,28%"
"16.07.2010","2.375,24","2.390,54","2.415,06","2.375,24","12,56M","-0,80%"
"15.07.2010","2.394,47","2.388,86","2.405,41","2.384,34","12,58M","0,25%"
"14.07.2010","2.388,46","2.397,92","2.409,36","2.383,62","22,34M","0,34%"
"13.07.2010","2.380,28","2.364,48","2.393,02","2.362,00","30,13M","0,85%"
"12.07.2010","2.360,15","2.332,96","2.374,94","2.326,94","22,11M","1,14%"
"09.07.2010","2.333,60","2.333,49","2.335,19","2.313,43","12,55M","0,19%"
"08.07.2010","2.329,15","2.344,63","2.350,98","2.323,86","20,45M","-0,10%"
"07.07.2010","2.331,37","2.317,11","2.331,37","2.292,91","30,82M","-0,21%"
"06.07.2010","2.336,27","2.299,19","2.336,27","2.298,75","22,81M","1,98%"
"05.07.2010","2.290,90","2.303,05","2.304,55","2.284,11","14,00M","-0,42%"
"02.07.2010","2.300,67","2.285,11","2.300,67","2.269,28","31,21M","1,33%"
"01.07.2010","2.270,52","2.250,29","2.293,52","2.240,19","45,83M","-0,02%"
"30.06.2010","2.271,03","2.283,29","2.290,49","2.259,67","32,44M","-0,21%"
"29.06.2010","2.275,83","2.317,92","2.317,92","2.271,70","28,07M","-2,62%"
"28.06.2010","2.337,12","2.341,31","2.348,86","2.329,44","24,10M","-0,04%"
"25.06.2010","2.337,98","2.335,65","2.345,14","2.321,17","43,29M","0,51%"
"24.06.2010","2.326,17","2.339,98","2.342,79","2.301,50","31,28M","-0,16%"
"23.06.2010","2.329,88","2.359,48","2.370,33","2.325,73","45,46M","-2,08%"
"22.06.2010","2.379,48","2.382,81","2.402,54","2.368,36","28,69M","-0,66%"
"21.06.2010","2.395,33","2.393,65","2.399,61","2.388,47","16,83M","1,45%"
"18.06.2010","2.361,16","2.359,67","2.380,29","2.337,15","106,26M","0,42%"
"17.06.2010","2.351,22","2.382,11","2.390,37","2.351,22","37,73M","-1,34%"
"16.06.2010","2.383,24","2.411,53","2.411,53","2.372,02","49,17M","-0,05%"
"15.06.2010","2.384,34","2.368,03","2.395,13","2.366,21","24,11M","-0,81%"
"14.06.2010","2.403,90","2.392,82","2.417,30","2.384,14","54,61M","1,07%"
"11.06.2010","2.378,40","2.390,07","2.393,18","2.354,34","59,40M","-0,08%"
"10.06.2010","2.380,25","2.339,16","2.383,49","2.324,46","24,30M","1,63%"
"09.06.2010","2.342,13","2.344,53","2.356,08","2.314,76","31,01M","0,68%"
"08.06.2010","2.326,32","2.351,53","2.351,53","2.309,75","41,94M","-0,20%"
"07.06.2010","2.330,89","2.323,61","2.336,00","2.307,76","44,89M","-1,02%"
"04.06.2010","2.354,86","2.417,86","2.423,91","2.334,79","88,42M","-2,09%"
"02.06.2010","2.405,25","2.387,36","2.405,25","2.371,53","44,77M","0,61%"
"01.06.2010","2.390,58","2.414,66","2.414,72","2.380,14","31,67M","-1,78%"
"31.05.2010","2.433,81","2.414,56","2.433,81","2.411,69","30,04M","0,28%"
"28.05.2010","2.427,11","2.404,71","2.427,11","2.386,11","97,84M","1,37%"
"27.05.2010","2.394,31","2.369,32","2.394,31","2.354,72","51,64M","0,97%"
"26.05.2010","2.371,29","2.303,22","2.371,29","2.301,96","107,04M","4,46%"
"25.05.2010","2.270,13","2.271,43","2.286,32","2.260,87","30,13M","-2,44%"
"24.05.2010","2.326,79","2.332,61","2.340,22","2.295,66","26,23M","0,77%"
"21.05.2010","2.308,92","2.305,30","2.319,29","2.258,96","38,82M","0,96%"
"20.05.2010","2.287,07","2.367,53","2.375,81","2.287,07","52,57M","-2,95%"
"19.05.2010","2.356,51","2.400,52","2.402,23","2.337,99","63,54M","-3,08%"
"18.05.2010","2.431,40","2.434,54","2.444,61","2.419,68","172,00M","0,75%"
"17.05.2010","2.413,23","2.369,89","2.413,90","2.369,11","19,70M","0,99%"
"14.05.2010","2.389,61","2.442,34","2.450,69","2.389,61","35,24M","-2,80%"
"13.05.2010","2.458,51","2.490,12","2.495,59","2.443,35","58,13M","-0,43%"
"12.05.2010","2.469,07","2.446,33","2.482,82","2.439,13","29,95M","1,05%"
"11.05.2010","2.443,52","2.439,04","2.459,71","2.433,52","23,85M","-0,60%"
"10.05.2010","2.458,36","2.415,37","2.458,36","2.410,49","195,22M","5,19%"
"07.05.2010","2.336,99","2.336,66","2.386,38","2.334,90","83,80M","-2,53%"
"06.05.2010","2.397,60","2.401,89","2.436,40","2.393,21","28,19M","-0,70%"
"05.05.2010","2.414,46","2.446,51","2.452,52","2.395,58","35,78M","-1,56%"
"04.05.2010","2.452,70","2.566,41","2.567,55","2.451,29","37,73M","-3,72%"
"30.04.2010","2.547,52","2.567,59","2.575,01","2.544,12","21,48M","0,52%"
"29.04.2010","2.534,41","2.500,45","2.541,59","2.488,27","22,10M","1,93%"
"28.04.2010","2.486,53","2.502,79","2.515,49","2.472,76","39,46M","-1,94%"
"27.04.2010","2.535,67","2.566,04","2.580,16","2.535,67","18,30M","-1,61%"
"26.04.2010","2.577,26","2.550,09","2.582,49","2.550,09","18,14M","2,49%"
"23.04.2010","2.514,63","2.502,77","2.514,63","2.494,85","32,34M","1,25%"
"22.04.2010","2.483,68","2.548,72","2.559,41","2.483,31","38,43M","-2,45%"
"21.04.2010","2.545,99","2.595,68","2.596,10","2.545,99","19,85M","-0,91%"
"20.04.2010","2.569,41","2.550,99","2.576,13","2.538,49","20,79M","1,38%"
"19.04.2010","2.534,38","2.542,55","2.550,30","2.512,33","84,89M","-2,33%"
"16.04.2010","2.594,83","2.583,21","2.605,62","2.574,57","25,38M","-0,24%"
"15.04.2010","2.601,01","2.617,35","2.619,13","2.579,17","19,15M","-0,14%"
"14.04.2010","2.604,76","2.589,30","2.607,97","2.575,18","25,39M","0,66%"
"13.04.2010","2.587,69","2.569,77","2.589,92","2.566,72","29,02M","0,35%"
"12.04.2010","2.578,66","2.547,91","2.579,19","2.547,91","22,77M","0,98%"
"09.04.2010","2.553,58","2.545,83","2.559,92","2.541,36","22,33M","1,24%"
"08.04.2010","2.522,36","2.536,41","2.551,05","2.517,96","23,61M","-1,53%"
"07.04.2010","2.561,50","2.569,50","2.575,09","2.540,83","44,27M","-0,54%"
"06.04.2010","2.575,36","2.565,41","2.576,75","2.550,34","44,53M","0,90%"
"01.04.2010","2.552,50","2.510,84","2.552,50","2.510,07","33,92M","2,28%"
"31.03.2010","2.495,60","2.494,30","2.517,24","2.490,43","59,78M","-0,42%"
"30.03.2010","2.506,24","2.505,98","2.513,59","2.491,61","36,37M","0,84%"
"29.03.2010","2.485,35","2.502,20","2.523,27","2.480,59","30,18M","-0,41%"
"26.03.2010","2.495,65","2.497,86","2.513,56","2.483,59","62,85M","0,02%"
"25.03.2010","2.495,13","2.462,58","2.510,29","2.458,33","68,08M","2,04%"
"24.03.2010","2.445,32","2.471,27","2.482,17","2.434,41","36,55M","-0,44%"
"23.03.2010","2.456,24","2.450,72","2.469,22","2.446,19","119,54M","0,77%"
"22.03.2010","2.437,59","2.446,10","2.449,64","2.411,91","34,04M","-0,16%"
"19.03.2010","2.441,39","2.446,12","2.488,50","2.414,21","244,71M","-0,16%"
"18.03.2010","2.445,40","2.459,62","2.471,93","2.437,24","52,28M","-0,83%"
"17.03.2010","2.465,98","2.471,03","2.496,88","2.452,31","122,14M","0,84%"
"16.03.2010","2.445,34","2.401,43","2.445,34","2.399,65","100,37M","2,20%"
"15.03.2010","2.392,78","2.416,21","2.416,97","2.385,36","67,39M","-0,95%"
"12.03.2010","2.415,82","2.415,27","2.445,13","2.408,82","102,26M","0,53%"
"11.03.2010","2.403,05","2.408,98","2.419,09","2.399,42","51,22M","-0,38%"
"10.03.2010","2.412,18","2.391,37","2.425,09","2.383,50","97,04M","0,76%"
"09.03.2010","2.393,88","2.400,17","2.400,48","2.374,53","20,57M","-0,53%"
"08.03.2010","2.406,55","2.402,38","2.406,55","2.381,49","26,66M","0,72%"
"05.03.2010","2.389,37","2.366,51","2.395,44","2.358,33","65,97M","1,18%"
"04.03.2010","2.361,62","2.346,02","2.376,85","2.336,73","135,46M","0,17%"
"03.03.2010","2.357,54","2.356,08","2.365,32","2.334,53","67,51M","0,42%"
"02.03.2010","2.347,58","2.289,88","2.354,14","2.273,82","44,23M","2,57%"
"01.03.2010","2.288,85","2.280,01","2.288,85","2.261,52","20,59M","1,05%"
"26.02.2010","2.265,01","2.216,08","2.265,01","2.205,81","72,90M","3,03%"
"25.02.2010","2.198,36","2.235,96","2.248,14","2.185,14","56,92M","-1,55%"
"24.02.2010","2.233,08","2.233,18","2.243,09","2.218,63","17,98M","-0,32%"
"23.02.2010","2.240,28","2.273,75","2.277,98","2.235,98","54,59M","-1,19%"
"22.02.2010","2.267,30","2.282,03","2.284,74","2.254,16","15,70M","0,79%"
"19.02.2010","2.249,48","2.226,99","2.271,00","2.223,97","30,13M","-0,06%"
"18.02.2010","2.250,77","2.271,40","2.273,86","2.244,88","40,24M","-1,37%"
"17.02.2010","2.281,92","2.288,94","2.290,06","2.270,81","61,43M","1,89%"
"16.02.2010","2.239,53","2.277,15","2.279,99","2.226,97","57,08M","-0,87%"
"15.02.2010","2.259,19","2.230,44","2.259,19","2.218,20","22,19M","1,92%"
"12.02.2010","2.216,71","2.203,96","2.225,14","2.191,47","68,95M","2,00%"
"11.02.2010","2.173,25","2.238,28","2.238,34","2.172,88","185,83M","-1,89%"
"10.02.2010","2.215,15","2.218,76","2.245,89","2.212,83","70,21M","0,45%"
"09.02.2010","2.205,27","2.216,13","2.231,24","2.205,27","29,72M","0,73%"
"08.02.2010","2.189,35","2.220,85","2.233,74","2.165,20","33,92M","-0,29%"
"05.02.2010","2.195,65","2.257,82","2.257,82","2.195,65","58,83M","-3,95%"
"04.02.2010","2.285,94","2.372,43","2.380,29","2.285,94","35,41M","-4,11%"
"03.02.2010","2.383,95","2.397,45","2.402,24","2.375,45","19,64M","0,40%"
"02.02.2010","2.374,35","2.385,43","2.386,88","2.363,64","25,01M","0,47%"
"01.02.2010","2.363,18","2.364,11","2.380,83","2.356,89","11,77M","-0,82%"
"29.01.2010","2.382,64","2.360,59","2.382,64","2.348,62","21,12M","0,83%"
"28.01.2010","2.362,93","2.398,41","2.405,95","2.362,10","31,02M","-0,44%"
"27.01.2010","2.373,41","2.385,21","2.396,66","2.371,90","28,14M","-0,64%"
"26.01.2010","2.388,64","2.388,10","2.393,22","2.367,04","23,94M","-1,21%"
"25.01.2010","2.417,87","2.409,93","2.425,93","2.404,30","24,35M","0,42%"
"22.01.2010","2.407,78","2.436,77","2.441,40","2.399,73","76,02M","-2,54%"
"21.01.2010","2.470,51","2.484,11","2.489,38","2.455,55","34,33M","-0,76%"
"20.01.2010","2.489,45","2.483,26","2.501,61","2.479,94","29,92M","0,00%"
"19.01.2010","2.489,42","2.461,86","2.489,42","2.449,28","26,12M","0,98%"
"18.01.2010","2.465,30","2.441,74","2.465,30","2.440,20","84,05M","0,94%"
"15.01.2010","2.442,38","2.451,05","2.468,73","2.435,23","64,67M","-0,39%"
"14.01.2010","2.451,98","2.476,23","2.476,23","2.442,53","25,99M","-0,25%"
"13.01.2010","2.458,05","2.432,02","2.462,60","2.427,90","28,19M","0,38%"
"12.01.2010","2.448,71","2.463,97","2.466,29","2.436,02","28,02M","-1,00%"
"11.01.2010","2.473,50","2.465,27","2.475,76","2.458,46","30,27M","1,36%"
"08.01.2010","2.440,42","2.464,47","2.468,49","2.431,90","27,65M","0,16%"
"07.01.2010","2.436,40","2.434,32","2.448,52","2.427,82","22,04M","-1,47%"
"06.01.2010","2.472,83","2.465,92","2.472,83","2.447,68","17,68M","0,43%"
"05.01.2010","2.462,30","2.460,63","2.480,91","2.451,63","52,92M","0,72%"
"04.01.2010","2.444,58","2.403,01","2.450,63","2.403,01","33,10M","2,34%"
"31.12.2009","2.388,72","2.402,01","2.403,60","2.387,98","14,02M","-0,32%"
"30.12.2009","2.396,44","2.411,17","2.415,24","2.388,77","22,58M","-0,76%"
"29.12.2009","2.414,85","2.406,64","2.418,90","2.392,94","24,50M","0,41%"
"28.12.2009","2.405,04","2.402,91","2.409,56","2.394,97","33,81M","1,43%"
"23.12.2009","2.371,07","2.372,13","2.375,15","2.352,50","38,56M","0,26%"
"22.12.2009","2.364,90","2.360,19","2.372,88","2.354,12","21,07M","0,98%"
"21.12.2009","2.341,90","2.322,34","2.354,79","2.318,70","17,42M","0,83%"
"18.12.2009","2.322,64","2.330,77","2.346,00","2.309,95","70,21M","-0,35%"
"17.12.2009","2.330,73","2.345,00","2.355,07","2.324,74","21,93M","-1,24%"
"16.12.2009","2.359,88","2.353,59","2.371,50","2.347,73","21,26M","0,36%"
"15.12.2009","2.351,48","2.340,78","2.351,48","2.324,61","28,23M","-0,02%"
"14.12.2009","2.352,02","2.370,52","2.373,26","2.340,10","16,30M","0,77%"
"11.12.2009","2.333,97","2.340,64","2.349,08","2.322,08","25,02M","0,85%"
"10.12.2009","2.314,28","2.328,72","2.346,12","2.309,93","36,47M","-0,25%"
"09.12.2009","2.320,13","2.367,76","2.376,03","2.320,13","26,46M","-2,30%"
"08.12.2009","2.374,70","2.420,54","2.438,60","2.369,84","24,54M","-2,33%"
"07.12.2009","2.431,26","2.430,49","2.443,58","2.410,39","15,16M","-0,69%"
"04.12.2009","2.448,25","2.386,77","2.453,17","2.377,97","23,08M","2,48%"
"03.12.2009","2.389,04","2.407,35","2.422,26","2.389,04","22,84M","-0,16%"
"02.12.2009","2.392,93","2.392,40","2.400,80","2.374,63","21,71M","0,61%"
"01.12.2009","2.378,43","2.371,69","2.397,30","2.370,71","30,55M","1,09%"
"30.11.2009","2.352,71","2.345,84","2.358,26","2.328,42","37,35M","1,54%"
"27.11.2009","2.316,97","2.236,63","2.324,83","2.236,63","113,34M","-0,62%"
"26.11.2009","2.331,34","2.370,01","2.370,01","2.331,34","25,82M","-1,44%"
"25.11.2009","2.365,44","2.388,64","2.403,80","2.364,68","21,42M","-0,03%"
"24.11.2009","2.366,25","2.400,97","2.407,42","2.356,37","35,20M","-1,88%"
"23.11.2009","2.411,70","2.378,87","2.411,70","2.374,55","30,93M","2,73%"
"20.11.2009","2.347,67","2.340,53","2.365,61","2.315,37","47,39M","0,83%"
"19.11.2009","2.328,44","2.360,44","2.362,77","2.328,44","74,46M","-1,76%"
"18.11.2009","2.370,07","2.436,42","2.441,79","2.368,34","151,06M","-2,34%"
"17.11.2009","2.426,98","2.427,86","2.440,85","2.414,57","43,13M","-0,10%"
"16.11.2009","2.429,41","2.408,64","2.434,99","2.407,78","32,22M","3,09%"
"13.11.2009","2.356,59","2.371,37","2.383,31","2.349,90","31,62M","-1,55%"
"12.11.2009","2.393,60","2.346,69","2.393,60","2.346,69","43,90M","0,86%"
"10.11.2009","2.373,30","2.353,77","2.388,57","2.339,61","43,86M","0,61%"
"09.11.2009","2.358,84","2.312,41","2.358,84","2.306,16","56,09M","3,61%"
"06.11.2009","2.276,74","2.296,61","2.315,73","2.257,72","52,26M","-1,26%"
"05.11.2009","2.305,84","2.222,46","2.305,84","2.219,98","37,21M","2,52%"
"04.11.2009","2.249,08","2.221,80","2.249,08","2.217,23","24,58M","2,52%"
"03.11.2009","2.193,87","2.248,88","2.252,42","2.193,87","31,11M","-3,10%"
"02.11.2009","2.264,07","2.244,13","2.273,01","2.239,32","31,94M","-0,47%"
"30.10.2009","2.274,72","2.293,86","2.323,72","2.268,81","32,28M","-1,40%"
"29.10.2009","2.306,95","2.265,12","2.311,50","2.245,42","62,78M","1,46%"
"28.10.2009","2.273,83","2.321,75","2.321,99","2.271,71","77,45M","-2,44%"
"27.10.2009","2.330,69","2.355,75","2.359,00","2.320,66","28,11M","-2,12%"
"26.10.2009","2.381,07","2.398,09","2.411,71","2.369,51","39,81M","-1,29%"
"23.10.2009","2.412,18","2.397,98","2.416,97","2.396,36","85,10M","1,86%"
"22.10.2009","2.368,11","2.353,17","2.382,08","2.342,49","25,36M","-0,11%"
"21.10.2009","2.370,65","2.344,16","2.377,54","2.327,18","34,84M","0,94%"
"20.10.2009","2.348,65","2.356,42","2.362,59","2.325,40","27,88M","1,14%"
"19.10.2009","2.322,17","2.289,91","2.322,96","2.289,17","30,97M","2,19%"
"16.10.2009","2.272,37","2.278,19","2.300,77","2.261,91","55,75M","-0,16%"
"15.10.2009","2.276,10","2.320,53","2.325,82","2.271,78","38,40M","-1,15%"
"14.10.2009","2.302,54","2.236,01","2.302,54","2.232,34","78,33M","3,37%"
"13.10.2009","2.227,46","2.233,73","2.234,55","2.202,45","35,27M","-0,49%"
"12.10.2009","2.238,51","2.225,21","2.246,48","2.211,81","132,72M","1,23%"
"09.10.2009","2.211,26","2.204,01","2.235,30","2.195,03","42,32M","0,26%"
"08.10.2009","2.205,42","2.216,02","2.219,20","2.184,44","40,92M","1,02%"
"07.10.2009","2.183,16","2.235,48","2.235,48","2.175,40","24,81M","-1,76%"
"06.10.2009","2.222,27","2.184,83","2.227,65","2.183,11","35,70M","3,33%"
"05.10.2009","2.150,59","2.160,11","2.170,20","2.136,65","19,27M","0,30%"
"02.10.2009","2.144,13","2.188,33","2.195,98","2.144,13","37,67M","-4,95%"
"01.10.2009","2.255,68","2.211,39","2.255,68","2.207,35","38,73M","2,89%"
"30.09.2009","2.192,37","2.215,15","2.235,26","2.191,12","67,30M","-0,44%"
"29.09.2009","2.202,16","2.259,06","2.269,62","2.202,16","40,71M","-2,59%"
"28.09.2009","2.260,61","2.254,16","2.271,23","2.231,24","41,63M","0,68%"
"25.09.2009","2.245,27","2.254,20","2.260,78","2.226,96","30,70M","-0,49%"
"24.09.2009","2.256,39","2.253,09","2.293,39","2.240,40","33,96M","-0,64%"
"23.09.2009","2.270,89","2.258,01","2.296,92","2.255,54","114,40M","1,06%"
"22.09.2009","2.246,97","2.149,15","2.249,25","2.140,14","186,64M","5,11%"
"21.09.2009","2.137,80","2.156,29","2.167,05","2.135,39","24,24M","-0,44%"
"18.09.2009","2.147,28","2.145,57","2.161,21","2.131,97","64,01M","-0,81%"
"17.09.2009","2.164,82","2.182,74","2.182,74","2.143,19","33,84M","0,89%"
